name,cals,fat,carbs,protein,nutr_code
"Dates, deglet noor",2.82,0.0351,3.0012,0.098,9087
"Dates, medjool",2.77,0.0135,2.9988,0.0724,9421
"Dessert topping, powdered",5.77,3.5928,2.1016,0.196,1070
"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",1.94,1.1448,0.6851999999999999,0.1444,1071
"Dessert topping, pressurized",2.64,2.0069999999999997,0.6428,0.0392,1072
"Dessert topping, semi solid, frozen",3.18,2.2779,0.922,0.05,1073
"Dill weed, fresh",0.43,0.1008,0.2808,0.1384,2045
"Dip, FRITO'S, bean, original flavor",1.19,0.3330000000000001,0.6356,0.2176,27068
"Dip, OLD EL PASO, Cheese 'n Salsa, medium",1.29,0.7587,0.426,0.108,27053
"Dip, TOSTITOS, salsa con queso, medium",1.33,0.7434,0.4688000000000001,0.1168,27054
"Dip, bean, original flavor",1.19,0.3330000000000001,0.6356,0.2176,27065
"Dip, salsa con queso, cheese and salsa- medium",1.43,0.8559,0.4456,0.12560000000000002,27052
"Dock, cooked, boiled, drained, with salt",0.2,0.05760000000000001,0.1172,0.0732,11925
"Dock, cooked, boiled, drained, without salt",0.2,0.05760000000000001,0.1172,0.0732,11617
"Dock, raw",0.22,0.063,0.128,0.08,11616
"Doughnuts, cake-type, chocolate, sugared or glazed",4.17,1.791,2.296,0.18,18251
"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",4.34,2.2437,1.8824,0.2124,18248
"Doughnuts, cake-type, plain, chocolate-coated or frosted",4.52,2.2725,2.0532,0.1972,18249
"Doughnuts, cake-type, plain, sugared or glazed",4.26,2.061,2.032,0.208,18250
"Doughnuts, french crullers, glazed",4.12,1.6469999999999998,2.38,0.124,18253
"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",4.21,2.043,1.9172,0.2456,18255
"Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)",4.03,2.052,1.7719999999999998,0.256,18436
"Doughnuts, yeast-leavened, with creme filling",3.61,2.205,1.2,0.256,18254
"Doughnuts, yeast-leavened, with jelly filling",3.4,1.683,1.56,0.236,18256
"Dove, cooked (includes squab)",2.13,1.17,0.0,0.956,43287
"Dressing, honey mustard, fat-free",1.69,0.1323,1.5372,0.042800000000000005,4706
"Drumstick leaves, cooked, boiled, drained, with salt",0.6,0.08370000000000001,0.446,0.2108,11786
"Drumstick leaves, cooked, boiled, drained, without salt",0.6,0.08370000000000001,0.446,0.2108,11223
"Drumstick leaves, raw",0.64,0.126,0.3312,0.376,11222
"Drumstick pods, cooked, boiled, drained, with salt",0.36,0.0171,0.3272,0.0836,11787
"Drumstick pods, cooked, boiled, drained, without salt",0.36,0.0171,0.3272,0.0836,11621
"Drumstick pods, raw",0.37,0.018000000000000002,0.34119999999999995,0.084,11620
"Duck, domesticated, liver, raw",1.36,0.4176,0.1412,0.7495999999999999,5143
"Duck, domesticated, meat and skin, cooked, roasted",3.37,2.5515000000000003,0.0,0.7595999999999999,5140
"Duck, domesticated, meat and skin, raw",4.04,3.5406000000000004,0.0,0.4596,5139
"Duck, domesticated, meat only, cooked, roasted",2.01,1.008,0.0,0.9392,5142
"Duck, domesticated, meat only, raw",1.35,0.5355000000000001,0.0376,0.7312000000000001,5141
"Duck, wild, breast, meat only, raw",1.23,0.3825,0.0,0.794,5145
"Duck, wild, meat and skin, raw",2.11,1.368,0.0,0.6968000000000001,5144
"Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted",2.02,0.9765,0.0,0.98,5315
"Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled",1.4,0.225,0.0,1.104,5316
"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",2.17,1.026,0.0,1.07,5317
"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",1.78,0.5364,0.0,1.164,5318
Dulce de Leche,3.15,0.6615,2.214,0.2736,1225
"Durian, raw or frozen",1.47,0.4797,1.0836,0.0588,9422
"Dutch brand loaf, chicken, pork and beef",2.73,2.0619,0.1572,0.48,7021
"Edamame, frozen, prepared",1.21,0.46799999999999997,0.3564,0.4764,11212
"Edamame, frozen, unprepared",1.09,0.4257,0.3044,0.4488,11211
"Egg Mix, USDA Commodity",5.55,3.1049999999999995,0.9588,1.4240000000000002,1210
"Egg substitute, liquid or frozen, fat free",0.48,0.0,0.08,0.4,1226
"Egg substitute, powder",4.44,1.17,0.872,2.22,1144
"Egg, duck, whole, fresh, raw",1.85,1.2392999999999998,0.058,0.5124,1138
"Egg, goose, whole, fresh, raw",1.85,1.1943,0.054000000000000006,0.5548,1139
"Egg, quail, whole, fresh, raw",1.58,0.9981,0.016399999999999998,0.522,1140
"Egg, turkey, whole, fresh, raw",1.71,1.0692,0.046,0.5472,1141
"Egg, white, dried",3.82,0.0,0.312,3.244,1173
"Egg, white, dried, flakes, stabilized, glucose reduced",3.51,0.0036000000000000008,0.1668,3.0768,1135
"Egg, white, dried, powder, stabilized, glucose reduced",3.76,0.0036000000000000008,0.1788,3.2960000000000003,1136
"Egg, white, dried, stabilized, glucose reduced",3.57,0.028800000000000006,0.1804,3.3632,1258
"Egg, white, raw, fresh",0.52,0.0153,0.0292,0.436,1124
"Egg, white, raw, frozen, pasteurized",0.48,0.0,0.0416,0.408,1172
"Egg, whole, cooked, fried",1.96,1.3356,0.0332,0.5444,1128
"Egg, whole, cooked, hard-boiled",1.55,0.9549,0.044800000000000006,0.5032,1129
"Egg, whole, cooked, omelet",1.54,1.0494,0.0256,0.4228,1130
"Egg, whole, cooked, poached",1.43,0.8523000000000001,0.0284,0.5004,1131
"Egg, whole, cooked, scrambled",1.49,0.9882,0.0644,0.3996,1132
"Egg, whole, dried",5.92,3.951,0.0452,1.922,1133
"Egg, whole, dried, stabilized, glucose reduced",6.15,3.9555,0.0952,1.9268,1134
"Egg, whole, raw, fresh",1.43,0.8559,0.0288,0.5024000000000001,1123
"Egg, whole, raw, frozen, pasteurized",1.47,0.8955,0.0404,0.4932,1171
"Egg, whole, raw, frozen, salted, pasteurized",1.38,0.9063,0.0332,0.4388,1255
"Egg, yolk, dried",6.69,5.321700000000001,0.0264,1.3452000000000002,1137
"Egg, yolk, raw, fresh",3.22,2.3886,0.1436,0.6344,1125
"Egg, yolk, raw, frozen, pasteurized",2.96,2.3040000000000003,0.032400000000000005,0.6212,1126
"Egg, yolk, raw, frozen, salted, pasteurized",2.75,2.0637,0.0708,0.5628,1160
"Egg, yolk, raw, frozen, sugared, pasteurized",3.07,2.0538000000000003,0.438,0.5548,1127
Eggnog,0.88,0.3771000000000001,0.322,0.182,1057
"Eggplant, cooked, boiled, drained, with salt",0.33,0.0207,0.3256,0.0332,11783
"Eggplant, cooked, boiled, drained, without salt",0.35,0.0207,0.3492,0.0332,11210
"Eggplant, pickled",0.49,0.063,0.3908,0.036000000000000004,43146
"Eggplant, raw",0.25,0.0162,0.2352,0.0392,11209
"Eggs, scrambled, frozen mixture",1.31,0.504,0.3,0.524,43285
"Elderberries, raw",0.73,0.045,0.736,0.0264,9088
"Emu, fan fillet, cooked, broiled",1.54,0.207,0.0,1.2508,5624
"Emu, fan fillet, raw",1.03,0.07200000000000001,0.0,0.9,5623
"Emu, flat fillet, raw",1.02,0.0666,0.0,0.89,5625
"Emu, full rump, cooked, broiled",1.68,0.2412,0.0,1.3468,5627
"Emu, full rump, raw",1.12,0.14759999999999998,0.0,0.9132,5626
"Emu, ground, cooked, pan-broiled",1.63,0.4185,0.0,1.1372,5622
"Emu, ground, raw",1.34,0.3627,0.0,0.9108,5621
"Emu, inside drum, raw",1.08,0.1341,0.0,0.8887999999999999,5628
"Emu, inside drums, cooked, broiled",1.56,0.1809,0.0,1.2952,5629
"Emu, outside drum, raw",1.03,0.0432,0.0,0.9232,5630
"Emu, oyster, raw",1.41,0.4374,0.0,0.9124,5631
"Emu, top loin, cooked, broiled",1.52,0.2817,0.0,1.1628,5632
"Endive, raw",0.17,0.018000000000000002,0.134,0.05,11213
"English muffins, mixed-grain (includes granola)",2.35,0.16200000000000006,1.852,0.364,18260
"English muffins, mixed-grain, toasted (includes granola)",2.55,0.171,2.012,0.396,18261
"English muffins, plain, enriched, with ca prop (includes sourdough)",2.27,0.1521,1.7668,0.35479999999999995,18258
"English muffins, plain, enriched, without calcium propionate(includes sourdough)",2.35,0.16200000000000006,1.84,0.308,18437
"English muffins, plain, toasted, enriched, with calcium propionate (includes sourdough)",2.7,0.1818,2.106,0.4128,18259
"English muffins, plain, unenriched, with calcium propionate (includes sourdough)",2.35,0.16200000000000006,1.84,0.308,18438
"English muffins, plain, unenriched, without calcium propionate (includes sourdough)",2.35,0.16200000000000006,1.84,0.308,18439
"English muffins, raisin-cinnamon (includes apple-cinnamon)",2.4,0.16200000000000006,1.924,0.3164,18262
"English muffins, raisin-cinnamon, toasted (includes apple-cinnamon)",2.76,0.1989,2.2016,0.35479999999999995,18263
"English muffins, wheat",2.23,0.18,1.7919999999999998,0.348,18264
"English muffins, wheat, toasted",2.43,0.18899999999999997,1.948,0.376,18265
"English muffins, whole grain white",2.45,0.15750000000000006,2.0068,0.2808,28320
"English muffins, whole-wheat",2.03,0.18899999999999997,1.616,0.35200000000000004,18266
"English muffins, whole-wheat, toasted",2.21,0.207,1.764,0.384,18267
"Epazote, raw",0.32,0.0468,0.29760000000000003,0.0132,11984
"Eppaw, raw",1.5,0.16200000000000006,1.2672,0.184,11618
"Escarole, cooked, boiled, drained, no salt added",0.19,0.0162,0.1228,0.046,11214
"FAMOUS AMOS, Chocolate Chip Cookies",5.03,2.169,2.708,0.18,28027
"FAMOUS AMOS, Chocolate Chip Pecan Cookies",5.19,2.43,2.552,0.232,28028
"FAMOUS AMOS, Chocolate Sandwich Creme Cookies",4.74,1.719,2.892,0.172,28261
"FAMOUS AMOS, Vanilla Sandwich Creme Cookies",4.85,1.7369999999999999,2.952,0.196,28262
"Falafel, home-prepared",3.33,1.6019999999999999,1.2736,0.5324,16138
"Fat free ice cream, no sugar added, flavors other than chocolate",1.29,0.0,1.1176,0.1764,1243
"Fat, beef tallow",9.02,9.0,0.0,0.0,4001
"Fat, chicken",9.0,8.982000000000001,0.0,0.0,4542
"Fat, duck",8.82,8.982000000000001,0.0,0.0,4574
"Fat, goose",9.0,8.982000000000001,0.0,0.0,4576
"Fat, mutton tallow",9.02,9.0,0.0,0.0,4520
"Fat, turkey",9.0,8.982000000000001,0.0,0.0,4575
"Feijoa, raw",0.61,0.0378,0.6084,0.0284,9334
"Fennel, bulb, raw",0.31,0.018000000000000002,0.292,0.0496,11957
"Fiddlehead ferns, frozen, unprepared",0.34,0.0315,0.2296,0.1724,11996
"Fiddlehead ferns, raw",0.34,0.036000000000000004,0.2216,0.182,11995
"Figs, canned, extra heavy syrup pack, solids and liquids",1.07,0.009000000000000001,1.1144,0.0152,9093
"Figs, canned, heavy syrup pack, solids and liquids",0.88,0.009000000000000001,0.916,0.0152,9092
"Figs, canned, light syrup pack, solids and liquids",0.69,0.009000000000000001,0.718,0.0156,9091
"Figs, canned, water pack, solids and liquids",0.53,0.009000000000000001,0.5596,0.016,9090
"Figs, dried, stewed",1.07,0.036000000000000004,1.1028,0.0568,9095
"Figs, dried, uncooked",2.49,0.08370000000000001,2.5548,0.132,9094
"Figs, raw",0.74,0.027000000000000003,0.7672,0.03,9089
"Fireweed, leaves, raw",1.03,0.2475,0.7687999999999999,0.1884,11985
Fish broth,0.16,0.054000000000000006,0.016,0.08,6963
"Fish oil, cod liver",9.02,9.0,0.0,0.0,4589
"Fish oil, herring",9.02,9.0,0.0,0.0,4590
"Fish oil, menhaden",9.02,9.0,0.0,0.0,4591
"Fish oil, menhaden, fully hydrogenated",9.02,9.0,0.0,0.0,4592
"Fish oil, salmon",9.02,9.0,0.0,0.0,4593
"Fish oil, sardine",9.02,9.0,0.0,0.0,4594
"Fish, Salmon, pink, canned, drained solids, without skin and bones",1.36,0.3789,0.0,0.9848,15265
"Fish, anchovy, european, canned in oil, drained solids",2.1,0.8739,0.0,1.1556,15002
"Fish, anchovy, european, raw",1.31,0.4356,0.0,0.8140000000000001,15001
"Fish, bass, fresh water, mixed species, raw",1.14,0.3321,0.0,0.7544,15003
"Fish, bass, freshwater, mixed species, cooked, dry heat",1.46,0.4257,0.0,0.9672,15187
"Fish, bass, striped, cooked, dry heat",1.24,0.2691,0.0,0.9092,15188
"Fish, bass, striped, raw",0.97,0.2097,0.0,0.7092,15004
"Fish, bluefish, cooked, dry heat",1.59,0.4896,0.0,1.0276,15189
"Fish, bluefish, raw",1.24,0.3816,0.0,0.8016,15005
"Fish, burbot, cooked, dry heat",1.15,0.0936,0.0,0.9904,15190
"Fish, burbot, raw",0.9,0.0729,0.0,0.7724,15006
"Fish, butterfish, cooked, dry heat",1.87,0.9252,0.0,0.8859999999999999,15191
"Fish, butterfish, raw",1.46,0.7218,0.0,0.6912,15007
"Fish, carp, cooked, dry heat",1.62,0.6453,0.0,0.9144,15009
"Fish, carp, raw",1.27,0.504,0.0,0.7132,15008
"Fish, catfish, channel, cooked, breaded and fried",2.29,1.1997,0.32159999999999994,0.7236,15011
"Fish, catfish, channel, farmed, cooked, dry heat",1.44,0.6471,0.0,0.7376,15235
"Fish, catfish, channel, farmed, raw",1.19,0.5346,0.0,0.6092,15234
"Fish, catfish, channel, wild, cooked, dry heat",1.05,0.2565,0.0,0.7387999999999999,15233
"Fish, catfish, channel, wild, raw",0.95,0.2538,0.0,0.6552,15010
"Fish, caviar, black and red, granular",2.64,1.611,0.16,0.984,15012
"Fish, cisco, raw",0.98,0.1719,0.0,0.7595999999999999,15013
"Fish, cisco, smoked",1.77,1.0710000000000002,0.0,0.6544,15014
"Fish, cod, Atlantic, canned, solids and liquid",1.05,0.0774,0.0,0.9104,15017
"Fish, cod, Atlantic, cooked, dry heat",1.05,0.0774,0.0,0.9132,15016
"Fish, cod, Atlantic, dried and salted",2.9,0.2133,0.0,2.5128,15018
"Fish, cod, Atlantic, raw",0.82,0.0603,0.0,0.7123999999999999,15015
"Fish, cod, Pacific, cooked (not previously frozen)",0.84,0.0225,0.0,0.8168000000000001,15269
"Fish, cod, Pacific, cooked, dry heat (may have been previously frozen)",0.85,0.045,0.0,0.7492,15192
"Fish, cod, Pacific, raw (may have been previously frozen)",0.69,0.0369,0.0,0.6108,15019
"Fish, cod, Pacific, raw (not previously frozen)",0.72,0.018000000000000002,0.0,0.7016,15268
"Fish, croaker, Atlantic, cooked, breaded and fried",2.21,1.1403,0.3016,0.728,15021
"Fish, croaker, Atlantic, raw",1.04,0.2853,0.0,0.7112,15020
"Fish, cusk, cooked, dry heat",1.12,0.0792,0.0,0.974,15193
"Fish, cusk, raw",0.87,0.0621,0.0,0.7595999999999999,15022
"Fish, drum, freshwater, cooked, dry heat",1.53,0.5688000000000001,0.0,0.8996,15195
"Fish, drum, freshwater, raw",1.19,0.4437,0.0,0.7016,15024
"Fish, eel, mixed species, cooked, dry heat",2.36,1.3455,0.0,0.946,15026
"Fish, eel, mixed species, raw",1.84,1.0494,0.0,0.7376,15025
"Fish, fish sticks, frozen, prepared",2.77,1.4607,0.8664000000000001,0.4404,15027
"Fish, flatfish (flounder and sole species), cooked, dry heat",0.86,0.2133,0.0,0.6096,15029
"Fish, flatfish (flounder and sole species), raw",0.7,0.17369999999999994,0.0,0.4964,15028
"Fish, gefiltefish, commercial, sweet recipe",0.84,0.1557,0.2964,0.3628,15030
"Fish, grouper, mixed species, cooked, dry heat",1.18,0.11699999999999999,0.0,0.9936,15032
"Fish, grouper, mixed species, raw",0.92,0.0918,0.0,0.7752,15031
"Fish, haddock, cooked, dry heat",0.9,0.0495,0.0,0.7996,15034
"Fish, haddock, raw",0.74,0.040500000000000015,0.0,0.6528,15033
"Fish, haddock, smoked",1.16,0.08639999999999999,0.0,1.0092,15035
"Fish, halibut, Atlantic and Pacific, cooked, dry heat",1.11,0.1449,0.0,0.9016,15037
"Fish, halibut, Atlantic and Pacific, raw",0.91,0.1197,0.0,0.7424,15036
"Fish, halibut, Greenland, raw",1.86,1.2456,0.0,0.5748,15038
"Fish, halibut, greenland, cooked, dry heat",2.39,1.5965999999999998,0.0,0.7368000000000001,15196
"Fish, herring, Atlantic, cooked, dry heat",2.03,1.0431,0.0,0.9212,15040
"Fish, herring, Atlantic, kippered",2.17,1.1133,0.0,0.9832,15042
"Fish, herring, Atlantic, pickled",2.62,1.62,0.3856,0.5676,15041
"Fish, herring, Atlantic, raw",1.58,0.8136,0.0,0.7184,15039
"Fish, herring, Pacific, cooked, dry heat",2.5,1.6011,0.0,0.8404,15197
"Fish, herring, Pacific, raw",1.95,1.2492,0.0,0.6556000000000001,15043
"Fish, ling, cooked, dry heat",1.11,0.07379999999999999,0.0,0.974,15198
"Fish, ling, raw",0.87,0.05760000000000001,0.0,0.7595999999999999,15044
"Fish, lingcod, cooked, dry heat",1.09,0.1224,0.0,0.9056,15199
"Fish, lingcod, raw",0.85,0.0954,0.0,0.7064,15045
"Fish, mackerel, Atlantic, cooked, dry heat",2.62,1.6028999999999998,0.0,0.954,15047
"Fish, mackerel, Atlantic, raw",2.05,1.2501,0.0,0.7440000000000001,15046
"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",2.01,0.9108,0.0,1.0292,15201
"Fish, mackerel, Pacific and jack, mixed species, raw",1.58,0.7101,0.0,0.8028,15050
"Fish, mackerel, jack, canned, drained solids",1.56,0.5670000000000001,0.0,0.9276,15048
"Fish, mackerel, king, cooked, dry heat",1.34,0.2304,0.0,1.04,15200
"Fish, mackerel, king, raw",1.05,0.18,0.0,0.8112,15049
"Fish, mackerel, salted",3.05,2.259,0.0,0.74,83110
"Fish, mackerel, spanish, cooked, dry heat",1.58,0.5688000000000001,0.0,0.9436,15052
"Fish, mackerel, spanish, raw",1.39,0.5670000000000001,0.0,0.7716,15051
"Fish, mahimahi, cooked, dry heat",1.09,0.08100000000000003,0.0,0.9488,15194
"Fish, mahimahi, raw",0.85,0.063,0.0,0.74,15023
"Fish, milkfish, cooked, dry heat",1.9,0.7767000000000001,0.0,1.0528,15202
"Fish, milkfish, raw",1.48,0.6057,0.0,0.8212,15053
"Fish, monkfish, cooked, dry heat",0.97,0.1755,0.0,0.7424,15203
"Fish, monkfish, raw",0.76,0.1368,0.0,0.5792,15054
"Fish, mullet, striped, cooked, dry heat",1.5,0.4374,0.0,0.9924,15056
"Fish, mullet, striped, raw",1.17,0.3411,0.0,0.774,15055
"Fish, ocean perch, Atlantic, cooked, dry heat",0.96,0.1683,0.0,0.7404000000000001,15058
"Fish, ocean perch, Atlantic, raw",0.79,0.1386,0.0,0.6124,15057
"Fish, perch, mixed species, cooked, dry heat",1.17,0.1062,0.0,0.9944,15061
"Fish, perch, mixed species, raw",0.91,0.0828,0.0,0.7756000000000001,15060
"Fish, pike, northern, cooked, dry heat",1.13,0.0792,0.0,0.9876,15063
"Fish, pike, northern, raw",0.88,0.0621,0.0,0.7704000000000001,15062
"Fish, pike, walleye, cooked, dry heat",1.19,0.1404,0.0,0.9816,15204
"Fish, pike, walleye, raw",0.93,0.1098,0.0,0.7656000000000001,15064
"Fish, pollock, Alaska, cooked (not previously frozen)",0.8,0.0234,0.0,0.7768,15267
"Fish, pollock, Alaska, cooked, dry heat (may have been previously frozen)",1.11,0.1062,0.0,0.9392,15067
"Fish, pollock, Alaska, raw (may have been previously frozen)",0.56,0.0369,0.0,0.4876,15066
"Fish, pollock, Alaska, raw (not previously frozen)",0.7,0.0171,0.0,0.6868000000000001,15266
"Fish, pollock, Atlantic, cooked, dry heat",1.18,0.1134,0.0,0.9968,15205
"Fish, pollock, Atlantic, raw",0.92,0.0882,0.0,0.7776000000000001,15065
"Fish, pompano, florida, cooked, dry heat",2.11,1.0926,0.0,0.9476,15069
"Fish, pompano, florida, raw",1.64,0.8523000000000001,0.0,0.7392,15068
"Fish, pout, ocean, cooked, dry heat",1.02,0.1053,0.0,0.8532,15206
"Fish, pout, ocean, raw",0.79,0.0819,0.0,0.6656,15059
"Fish, rockfish, Pacific, mixed species, cooked, dry heat",1.09,0.1458,0.0,0.8892,15071
"Fish, rockfish, Pacific, mixed species, raw",0.9,0.1206,0.0,0.7343999999999999,15070
"Fish, roe, mixed species, cooked, dry heat",2.04,0.7407,0.0768,1.1448,15207
"Fish, roe, mixed species, raw",1.43,0.5778,0.06,0.8928,15072
"Fish, roughy, orange, cooked, dry heat",1.05,0.08100000000000003,0.0,0.9056,15232
"Fish, roughy, orange, raw",0.76,0.063,0.0,0.6564,15073
"Fish, sablefish, cooked, dry heat",2.5,1.7658,0.0,0.6876000000000001,15208
"Fish, sablefish, raw",1.95,1.3769999999999998,0.0,0.5364,15074
"Fish, sablefish, smoked",2.57,1.8126,0.0,0.706,15075
"Fish, salmon, Atlantic, farmed, cooked, dry heat",2.06,1.1115,0.0,0.884,15237
"Fish, salmon, Atlantic, farmed, raw",2.08,1.2077999999999998,0.0,0.8168000000000001,15236
"Fish, salmon, Atlantic, wild, cooked, dry heat",1.82,0.7317000000000001,0.0,1.0176,15209
"Fish, salmon, Atlantic, wild, raw",1.42,0.5706,0.0,0.7936,15076
"Fish, salmon, chinook, cooked, dry heat",2.31,1.2042,0.0,1.0288,15210
"Fish, salmon, chinook, raw",1.79,0.9387,0.0,0.7972,15078
"Fish, salmon, chinook, smoked",1.17,0.3888,0.0,0.7312000000000001,15077
"Fish, salmon, chinook, smoked, (lox), regular",1.17,0.3888,0.0,0.7312000000000001,15179
"Fish, salmon, chum, canned, drained solids with bone",1.41,0.495,0.0,0.8572,15080
"Fish, salmon, chum, canned, without salt, drained solids with bone",1.41,0.495,0.0,0.8572,15180
"Fish, salmon, chum, cooked, dry heat",1.54,0.4347,0.0,1.0328,15211
"Fish, salmon, chum, raw",1.2,0.3393,0.0,0.8056,15079
"Fish, salmon, coho, farmed, cooked, dry heat",1.78,0.7407,0.0,0.972,15239
"Fish, salmon, coho, farmed, raw",1.6,0.6903,0.0,0.8508,15238
"Fish, salmon, coho, wild, cooked, dry heat",1.39,0.387,0.0,0.938,15247
"Fish, salmon, coho, wild, cooked, moist heat",1.84,0.6749999999999999,0.0,1.0944,15082
"Fish, salmon, coho, wild, raw",1.46,0.5337,0.0,0.8648,15081
"Fish, salmon, pink, canned, drained solids",1.38,0.4518,0.0,0.924,15260
"Fish, salmon, pink, canned, total can contents",1.29,0.4472999999999999,0.0,0.7872,15084
"Fish, salmon, pink, canned, without salt, solids with bone and liquid",1.39,0.5445,0.0,0.7912,15181
"Fish, salmon, pink, cooked, dry heat",1.53,0.4752,0.0,0.9832,15212
"Fish, salmon, pink, raw",1.27,0.396,0.0,0.82,15083
"Fish, salmon, sockeye, canned, drained solids",1.67,0.6650999999999999,0.0,0.9436,15087
"Fish, salmon, sockeye, canned, without salt, drained solids with bone",1.53,0.6578999999999999,0.0,0.8188,15182
"Fish, salmon, sockeye, cooked, dry heat",1.56,0.5013,0.0,1.0592,15086
"Fish, salmon, sockeye, raw",1.31,0.4221,0.0,0.89,15085
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",2.08,1.0305,0.0,0.9848,15088
"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",1.85,0.9405,0.0216,0.8344,15089
"Fish, scup, cooked, dry heat",1.35,0.3150000000000001,0.0,0.9684,15213
"Fish, scup, raw",1.05,0.2457,0.0,0.7552,15090
"Fish, sea bass, mixed species, cooked, dry heat",1.24,0.2304,0.0,0.9452,15092
"Fish, sea bass, mixed species, raw",0.97,0.18,0.0,0.7372,15091
"Fish, seatrout, mixed species, cooked, dry heat",1.33,0.4167,0.0,0.8584,15214
"Fish, seatrout, mixed species, raw",1.04,0.3249,0.0,0.6696,15093
"Fish, shad, american, cooked, dry heat",2.52,1.5884999999999998,0.0,0.8684000000000001,15215
"Fish, shad, american, raw",1.97,1.2392999999999998,0.0,0.6772,15094
"Fish, shark, mixed species, cooked, batter-dipped and fried",2.28,1.2437999999999998,0.2556,0.7448,15096
"Fish, shark, mixed species, raw",1.3,0.4059,0.0,0.8392000000000001,15095
"Fish, sheepshead, cooked, dry heat",1.26,0.1467,0.0,1.0408,15098
"Fish, sheepshead, raw",1.08,0.2169,0.0,0.8084,15097
"Fish, smelt, rainbow, cooked, dry heat",1.24,0.27899999999999997,0.0,0.904,15100
"Fish, smelt, rainbow, raw",0.97,0.2178,0.0,0.7051999999999999,15099
"Fish, snapper, mixed species, cooked, dry heat",1.28,0.1548,0.0,1.052,15102
"Fish, snapper, mixed species, raw",1.0,0.1206,0.0,0.8204,15101
"Fish, spot, cooked, dry heat",1.58,0.5652,0.0,0.9492,15216
"Fish, spot, raw",1.23,0.441,0.0,0.7404000000000001,15103
"Fish, sturgeon, mixed species, cooked, dry heat",1.35,0.4662,0.0,0.828,15105
"Fish, sturgeon, mixed species, raw",1.05,0.3636,0.0,0.6456000000000001,15104
"Fish, sturgeon, mixed species, smoked",1.73,0.396,0.0,1.248,15106
"Fish, sucker, white, cooked, dry heat",1.19,0.2673,0.0,0.8595999999999999,15217
"Fish, sucker, white, raw",0.92,0.2088,0.0,0.6704000000000001,15107
"Fish, sunfish, pumpkin seed, cooked, dry heat",1.14,0.08100000000000003,0.0,0.9948,15218
"Fish, sunfish, pumpkin seed, raw",0.89,0.063,0.0,0.7759999999999999,15108
"Fish, surimi",0.99,0.08100000000000003,0.274,0.6072,15109
"Fish, swordfish, cooked, dry heat",1.72,0.7137,0.0,0.938,15111
"Fish, swordfish, raw",1.44,0.5985,0.0,0.7864,15110
"Fish, tilapia, cooked, dry heat",1.28,0.2385,0.0,1.046,15262
"Fish, tilapia, raw",0.96,0.15300000000000002,0.0,0.8031999999999999,15261
"Fish, tilefish, cooked, dry heat",1.47,0.4221,0.0,0.9796,15113
"Fish, tilefish, raw",0.96,0.2079,0.0,0.7,15112
"Fish, trout, brook, raw, New York State",1.1,0.2457,0.0,0.8492000000000001,15274
"Fish, trout, mixed species, cooked, dry heat",1.9,0.7623000000000001,0.0,1.0652,15219
"Fish, trout, mixed species, raw",1.48,0.5949000000000001,0.0,0.8308,15114
"Fish, trout, rainbow, farmed, cooked, dry heat",1.68,0.6642,0.0,0.952,15241
"Fish, trout, rainbow, farmed, raw",1.41,0.5561999999999999,0.0,0.7976000000000001,15240
"Fish, trout, rainbow, wild, cooked, dry heat",1.5,0.5238,0.0,0.9168,15116
"Fish, trout, rainbow, wild, raw",1.19,0.3114,0.0,0.8192,15115
"Fish, tuna salad",1.87,0.8334,0.3764,0.6416,15128
"Fish, tuna, fresh, bluefin, cooked, dry heat",1.84,0.5652,0.0,1.1964,15118
"Fish, tuna, fresh, bluefin, raw",1.44,0.441,0.0,0.9332,15117
"Fish, tuna, fresh, skipjack, raw",1.03,0.0909,0.0,0.88,15123
"Fish, tuna, fresh, yellowfin, raw",1.09,0.0441,0.0,0.976,15127
"Fish, tuna, light, canned in oil, drained solids",1.98,0.7389000000000001,0.0,1.1652,15119
"Fish, tuna, light, canned in oil, without salt, drained solids",1.98,0.7389000000000001,0.0,1.1652,15183
"Fish, tuna, light, canned in water, drained solids",0.86,0.08639999999999999,0.0,0.7776000000000001,15121
"Fish, tuna, light, canned in water, without salt, drained solids",1.16,0.07379999999999999,0.0,1.0204,15184
"Fish, tuna, skipjack, fresh, cooked, dry heat",1.32,0.1161,0.0,1.1284,15220
"Fish, tuna, white, canned in oil, drained solids",1.86,0.7272,0.0,1.0612,15124
"Fish, tuna, white, canned in oil, without salt, drained solids",1.86,0.7272,0.0,1.0612,15185
"Fish, tuna, white, canned in water, drained solids",1.28,0.2673,0.0,0.9448,15126
"Fish, tuna, white, canned in water, without salt, drained solids",1.28,0.2673,0.0,0.9448,15186
