name,cals,fat,carbs,protein,nutr_code
"Poultry, mechanically deboned, from backs and necks without skin, raw",1.99,1.3932,0.0,0.5516,5302
"Poultry, mechanically deboned, from mature hens, raw",2.43,1.7982,0.0,0.5888,5303
"Prickly pears, raw",0.41,0.0459,0.3828,0.0292,9287
"Protein supplement, milk based, Muscle Milk Light, powder",3.96,1.08,0.88,2.0,1224
"Protein supplement, milk based, Muscle Milk, powder",4.11,1.5426,0.74,1.8284,1223
"Prune juice, canned",0.71,0.0027,0.698,0.0244,9294
Prune puree,2.57,0.018000000000000002,2.604,0.084,9423
"Prunes, canned, heavy syrup pack, solids and liquids",1.05,0.018000000000000002,1.112,0.0348,9288
"Prunes, dehydrated (low-moisture), stewed",1.13,0.0216,1.188,0.0492,9290
"Prunes, dehydrated (low-moisture), uncooked",3.39,0.0657,3.5628,0.14800000000000002,9289
"Puff pastry, frozen, ready-to-bake",5.51,3.4290000000000003,1.804,0.292,18337
"Puff pastry, frozen, ready-to-bake, baked",5.58,3.465,1.828,0.29600000000000004,18211
"Pummelo, raw",0.38,0.0036000000000000008,0.3848,0.0304,9295
"Pumpkin flowers, cooked, boiled, drained, without salt",0.15,0.0072000000000000015,0.132,0.0436,11417
"Pumpkin flowers, raw",0.15,0.006300000000000001,0.13119999999999998,0.0412,11416
"Pumpkin leaves, cooked, boiled, drained, with salt",0.21,0.0198,0.1356,0.1088,11848
"Pumpkin leaves, cooked, boiled, drained, without salt",0.21,0.0198,0.1356,0.1088,11419
"Pumpkin leaves, raw",0.19,0.036000000000000004,0.0932,0.126,11418
"Pumpkin pie mix, canned",1.04,0.0117,1.0556,0.0436,11426
"Pumpkin, canned, with salt",0.34,0.025200000000000004,0.3236,0.044,11846
"Pumpkin, canned, without salt",0.34,0.025200000000000004,0.3236,0.044,11424
"Pumpkin, cooked, boiled, drained, with salt",0.18,0.006300000000000001,0.1724,0.0288,11845
"Pumpkin, cooked, boiled, drained, without salt",0.2,0.006300000000000001,0.196,0.0288,11423
"Pumpkin, flowers, cooked, boiled, drained, with salt",0.15,0.0072000000000000015,0.1272,0.0436,11847
"Pumpkin, raw",0.26,0.009000000000000001,0.26,0.04,11422
"Purslane, cooked, boiled, drained, with salt",0.18,0.0171,0.142,0.0596,11849
"Purslane, cooked, boiled, drained, without salt",0.18,0.0171,0.142,0.0596,11428
"Purslane, raw",0.2,0.0324,0.1356,0.0812,11427
"Quail, breast, meat only, raw",1.23,0.2691,0.0,0.9036,5159
"Quail, cooked, total edible",2.27,1.2690000000000001,0.0,1.004,43282
"Quail, meat and skin, raw",1.92,1.0845,0.0,0.7852,5157
"Quail, meat only, raw",1.34,0.4077,0.0,0.8704000000000001,5158
"Quinces, raw",0.57,0.009000000000000001,0.612,0.016,9296
"Quinoa, cooked",1.2,0.17279999999999998,0.852,0.17600000000000002,20137
"Quinoa, uncooked",3.68,0.5463,2.5664,0.5648,20035
"RUDI'S, Gluten-Free Bakery, Original Sandwich Bread",3.2,0.963,2.1132,0.1252,28366
"Radicchio, raw",0.23,0.0225,0.17920000000000005,0.0572,11952
"Radish seeds, sprouted, raw",0.43,0.2277,0.14400000000000002,0.1524,11676
"Radishes, hawaiian style, pickled",0.28,0.027000000000000003,0.208,0.044,43142
"Radishes, oriental, cooked, boiled, drained, with salt",0.17,0.0216,0.13720000000000002,0.0268,11850
"Radishes, oriental, cooked, boiled, drained, without salt",0.17,0.0216,0.13720000000000002,0.0268,11431
"Radishes, oriental, dried",2.71,0.0648,2.5348,0.316,11432
"Radishes, oriental, raw",0.18,0.009000000000000001,0.16399999999999998,0.024,11430
"Radishes, raw",0.16,0.009000000000000001,0.136,0.0272,11429
"Radishes, white icicle, raw",0.14,0.009000000000000001,0.1052,0.044,11637
"Raisins, golden seedless",3.02,0.0414,3.1808,0.1356,9297
"Raisins, seeded",2.96,0.0486,3.1388,0.1008,9299
"Raisins, seedless",2.99,0.0414,3.1672,0.1228,9298
"Rambutan, canned, syrup pack",0.82,0.0189,0.8348,0.026,9301
"Raspberries, canned, red, heavy syrup pack, solids and liquids",0.91,0.0108,0.9344,0.0332,9304
"Raspberries, frozen, red, sweetened",1.03,0.0144,1.0464,0.028,9306
"Raspberries, frozen, unsweetened",0.52,0.0585,0.4776,0.048,9518
"Raspberries, raw",0.52,0.0585,0.4776,0.048,9302
Reddi Wip Fat Free Whipped Topping,1.49,0.45,1.0,0.12,1200
"Refried beans, canned, fat-free",0.79,0.040500000000000015,0.54,0.2136,16172
"Refried beans, canned, traditional style (includes USDA commodity)",0.9,0.1809,0.542,0.1992,16103
"Refried beans, canned, traditional, reduced sodium",0.89,0.1809,0.542,0.1992,16403
"Refried beans, canned, vegetarian",0.83,0.0783,0.54,0.2112,16171
"Rhubarb, frozen, cooked, with sugar",1.16,0.0045000000000000005,1.248,0.0156,9310
"Rhubarb, frozen, uncooked",0.21,0.0099,0.204,0.022,9309
"Rhubarb, raw",0.21,0.018000000000000002,0.1816,0.036000000000000004,9307
"Rice bran, crude",3.16,1.8765,1.9876,0.534,20060
"Rice flour, brown",3.63,0.2502,3.0592,0.2892,20090
"Rice flour, white, unenriched",3.66,0.1278,3.2052,0.238,20061
"Rice noodles, cooked",1.08,0.018000000000000002,0.9604,0.0716,20134
"Rice noodles, dry",3.64,0.050400000000000014,3.2072000000000003,0.238,20133
"Rice, brown, long-grain, cooked",1.23,0.0873,1.0232,0.1096,20037
"Rice, brown, long-grain, raw",3.67,0.28800000000000003,3.05,0.3016,20036
"Rice, brown, medium-grain, cooked",1.12,0.0747,0.9404,0.0928,20041
"Rice, brown, medium-grain, raw",3.62,0.2412,3.0468,0.3,20040
"Rice, brown, parboiled, cooked, UNCLE BENS",1.47,0.07650000000000001,1.2532,0.1236,20651
"Rice, brown, parboiled, dry, UNCLE BEN'S",3.7,0.2475,3.1472,0.304,20042
"Rice, white, glutinous, unenriched, cooked",0.97,0.0171,0.8436,0.0808,20055
"Rice, white, glutinous, unenriched, uncooked",3.7,0.0495,3.2672000000000003,0.2724,20054
"Rice, white, long-grain, parboiled, enriched, cooked",1.23,0.0333,1.042,0.1164,20047
"Rice, white, long-grain, parboiled, enriched, dry",3.74,0.0927,3.2356,0.3004,20046
"Rice, white, long-grain, parboiled, unenriched, cooked",1.23,0.0333,1.042,0.1164,20447
"Rice, white, long-grain, parboiled, unenriched, dry",3.74,0.0927,3.2356,0.3004,20446
"Rice, white, long-grain, precooked or instant, enriched, dry",3.8,0.08459999999999998,3.2928,0.3128,20048
"Rice, white, long-grain, precooked or instant, enriched, prepared",1.24,0.045,1.0704,0.0872,20049
"Rice, white, long-grain, regular, cooked, enriched, with salt",1.3,0.025200000000000004,1.1268,0.1076,20345
"Rice, white, long-grain, regular, cooked, unenriched, with salt",1.3,0.025200000000000004,1.1268,0.1076,20545
"Rice, white, long-grain, regular, enriched, cooked",1.3,0.025200000000000004,1.1268,0.1076,20045
"Rice, white, long-grain, regular, raw, enriched",3.65,0.0594,3.198,0.2852,20044
"Rice, white, long-grain, regular, raw, unenriched",3.65,0.0594,3.198,0.2852,20444
"Rice, white, long-grain, regular, unenriched, cooked without salt",1.3,0.025200000000000004,1.1268,0.1076,20445
"Rice, white, medium-grain, cooked, unenriched",1.3,0.0189,1.1436,0.0952,20451
"Rice, white, medium-grain, enriched, cooked",1.3,0.0189,1.1436,0.0952,20051
"Rice, white, medium-grain, raw, enriched",3.6,0.0522,3.1736,0.2644,20050
"Rice, white, medium-grain, raw, unenriched",3.6,0.0522,3.1736,0.2644,20450
"Rice, white, short-grain, cooked, unenriched",1.3,0.0171,1.1492,0.0944,20453
"Rice, white, short-grain, enriched, cooked",1.3,0.0171,1.1492,0.0944,20053
"Rice, white, short-grain, enriched, uncooked",3.58,0.0468,3.1660000000000004,0.26,20052
"Rice, white, short-grain, raw, unenriched",3.58,0.0468,3.1660000000000004,0.26,20452
"Rice, white, steamed, Chinese restaurant",1.51,0.0243,1.3552000000000002,0.128,20058
Roast beef spread,2.23,1.4652,0.1492,0.6108,7912
"Roast beef, deli style, prepackaged, sliced",1.15,0.3321,0.0256,0.7448,7043
"Rolls, dinner, egg",3.07,0.5760000000000001,2.08,0.38,18344
"Rolls, dinner, oat bran",2.36,0.414,1.608,0.38,18345
"Rolls, dinner, plain, commercially prepared (includes brown-and-serve)",3.1,0.5822999999999999,2.0816,0.4344,18342
"Rolls, dinner, plain, prepared from recipe, made with low fat (2%) milk",3.16,0.6569999999999999,2.136,0.34,18396
"Rolls, dinner, rye",2.86,0.30600000000000005,2.124,0.412,18346
"Rolls, dinner, sweet",3.21,0.6633,2.1432,0.4016,28348
"Rolls, dinner, wheat",2.73,0.5670000000000001,1.84,0.344,18347
"Rolls, dinner, whole-wheat",2.66,0.423,2.044,0.348,18348
"Rolls, french",2.77,0.387,2.008,0.344,18349
"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch",3.1,0.5760000000000001,2.204,0.3196,28340
"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and sorghum flour",2.57,0.7379999999999999,1.6096,0.226,28342
"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",2.39,0.2385,2.0188,0.1336,28341
"Rolls, gluten-free, whole grain, made with tapioca starch and brown rice flour",3.29,1.044,1.7716,0.472,28343
"Rolls, hamburger or hot dog, wheat/cracked wheat",2.69,0.3249,1.8924,0.4676,28312
"Rolls, hamburger or hot dog, whole wheat",2.69,0.3942,1.7972,0.4952,28313
"Rolls, hamburger or hotdog, mixed-grain",2.63,0.54,1.784,0.384,18351
"Rolls, hamburger or hotdog, plain",2.79,0.35190000000000005,2.0048,0.3908,18350
"Rolls, hamburger or hotdog, reduced-calorie",1.96,0.18,1.6840000000000002,0.332,18352
"Rolls, hamburger, whole grain white, calcium-fortified",2.55,0.3141,1.86,0.3720000000000001,28321
"Rolls, hard (includes kaiser)",2.93,0.387,2.108,0.396,18353
"Rolls, pumpernickel",2.76,0.252,2.0748,0.4320000000000001,43441
"Rose-apples, raw",0.25,0.027000000000000003,0.228,0.024,9312
"Roselle, raw",0.49,0.05760000000000001,0.4524,0.0384,9311
"Rosemary, fresh",1.31,0.5274000000000001,0.828,0.1324,2063
"Rowal, raw",1.11,0.18,0.956,0.092,9428
"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",0.44,0.009000000000000001,0.4212,0.02,9528
"Ruffed Grouse, breast meat, skinless, raw",1.12,0.0792,0.0,1.0376,5363
"Rutabagas, cooked, boiled, drained, with salt",0.3,0.0162,0.2736,0.0372,11851
"Rutabagas, cooked, boiled, drained, without salt",0.3,0.0162,0.2736,0.0372,11436
"Rutabagas, raw",0.37,0.0144,0.3448,0.0432,11435
"Rye flour, dark",3.25,0.1998,2.7452,0.6364,20063
"Rye flour, light",3.57,0.1197,3.0672,0.3928,20065
"Rye flour, medium",3.49,0.1368,3.0172000000000003,0.4352,20064
Rye grain,3.38,0.1467,3.0344,0.4136,20062
"SAGE VALLEY, Gluten Free Vanilla Sandwich Cookies",4.99,1.9935,2.8752,0.1252,28367
"SCHAR, Gluten-Free, Classic White Rolls",2.39,0.2385,2.0188,0.1336,28368
"SCHAR, Gluten-Free, Wheat-Free, Classic White Bread",2.4,0.4023,1.8452,0.1524,28369
SILK Banana-Strawberry soy yogurt,0.88,0.1062,0.6823999999999999,0.094,16259
SILK Black Cherry soy yogurt,0.88,0.1062,0.6823999999999999,0.094,16256
SILK Blueberry soy yogurt,0.88,0.1062,0.6823999999999999,0.094,16257
"SILK Chai, soymilk",0.53,0.1296,0.3128,0.0988,16247
"SILK Chocolate, soymilk",0.58,0.1296,0.3788,0.0824,16237
"SILK Coffee, soymilk",0.62,0.1296,0.4116,0.0824,16249
SILK French Vanilla Creamer,1.33,0.6003,0.8,0.0,16261
SILK Hazelnut Creamer,1.33,0.6003,0.8,0.0,16262
SILK Key Lime soy yogurt,0.88,0.1062,0.706,0.094,16258
"SILK Light Chocolate, soymilk",0.49,0.0558,0.362,0.0824,16240
"SILK Light Plain, soymilk",0.29,0.07379999999999999,0.1316,0.0988,16238
"SILK Light Vanilla, soymilk",0.33,0.07379999999999999,0.1648,0.0988,16239
"SILK Mocha, soymilk",0.58,0.1296,0.362,0.0824,16248
"SILK Nog, soymilk",0.74,0.14759999999999998,0.4920000000000001,0.0984,16246
SILK Original Creamer,1.0,0.6003,0.2668,0.0,16260
SILK Peach soy yogurt,0.94,0.1062,0.7528,0.094,16255
SILK Plain soy yogurt,0.66,0.1584,0.3876,0.1056,16252
"SILK Plain, soymilk",0.41,0.14850000000000002,0.1316,0.1152,16235
"SILK Plus Fiber, soymilk",0.41,0.1296,0.2304,0.0988,16243
"SILK Plus Omega-3 DHA, soymilk",0.45,0.1854,0.1316,0.1152,16241
"SILK Plus for Bone Health, soymilk",0.41,0.1296,0.1812,0.0988,16242
SILK Raspberry soy yogurt,0.88,0.1062,0.706,0.094,16254
SILK Strawberry soy yogurt,0.94,0.1062,0.7295999999999999,0.094,16253
"SILK Unsweetened, soymilk",0.33,0.14850000000000002,0.066,0.1152,16244
SILK Vanilla soy yogurt (family size),0.79,0.1584,0.5464,0.1056,16250
SILK Vanilla soy yogurt (single serving size),0.88,0.1584,0.5884,0.1176,16251
"SILK Vanilla, soymilk",0.41,0.1296,0.1648,0.0988,16236
"SILK Very Vanilla, soymilk",0.53,0.14850000000000002,0.3128,0.0988,16245
"SMART SOUP, French Lentil",0.53,0.0954,0.38,0.116,6620
"SMART SOUP, Greek Minestrone",0.4,0.0477,0.336,0.068,6621
"SMART SOUP, Indian Bean Masala",0.57,0.0792,0.42,0.132,6622
"SMART SOUP, Moroccan Chick Pea",0.51,0.0954,0.388,0.08,6623
"SMART SOUP, Santa Fe Corn Chowder",0.55,0.0639,0.448,0.08,6619
"SMART SOUP, Thai Coconut Curry",0.36,0.0954,0.26,0.032,6624
"SMART SOUP, Vietnamese Carrot Lemongrass",0.44,0.0954,0.328,0.052000000000000005,6625
"SUNSHINE, CHEEZ-IT, 100 Calorie RIGHT BITES, Extra Cheesy Party Mix",4.73,1.5659999999999998,2.612,0.34,28250
"SUNSHINE, CHEEZ-IT, 100 Calorie Right Bites, Reduced Fat",4.52,1.3139999999999998,2.68,0.532,28251
"SUNSHINE, CHEEZ-IT, Asiago Crackers",5.02,2.2230000000000003,2.504,0.348,28234
"SUNSHINE, CHEEZ-IT, BIG Crackers",5.07,2.367,2.296,0.456,28236
"SUNSHINE, CHEEZ-IT, Baby Swiss Crackers",5.03,2.2230000000000003,2.524,0.344,28235
"SUNSHINE, CHEEZ-IT, Cheddar Jack Crackers",4.6,1.98,2.3040000000000003,0.38,28237
"SUNSHINE, CHEEZ-IT, Colby Crackers",5.12,2.4165,2.37,0.382,28238
"SUNSHINE, CHEEZ-IT, Crackers (made with Whole Grain)",5.11,2.385,2.3280000000000003,0.428,28245
"SUNSHINE, CHEEZ-IT, Duoz Sharp Cheddar Parmesan Crackers",5.0,2.25,2.42,0.388,28239
"SUNSHINE, CHEEZ-IT, Duoz Smoked Cheddar Monterey Jack Crackers",5.07,2.331,2.432,0.36,28240
"SUNSHINE, CHEEZ-IT, Hot & Spicy Crackers",5.13,2.349,2.448,0.332,28243
"SUNSHINE, CHEEZ-IT, Italian Four Cheese Crackers",5.0,2.2140000000000004,2.496,0.336,28244
"SUNSHINE, CHEEZ-IT, Mozzarella Crackers",5.0,2.1420000000000003,2.564,0.344,28246
"SUNSHINE, CHEEZ-IT, Original Crackers",5.07,2.367,2.296,0.456,28280
"SUNSHINE, CHEEZ-IT, Parmesan Garlic Crackers",5.03,2.259,2.48,0.34,28247
"SUNSHINE, CHEEZ-IT, Pepper Jack Crackers",5.03,2.25,2.476,0.35200000000000004,28248
"SUNSHINE, CHEEZ-IT, Reduced Fat Crackers",4.49,1.305,2.68,0.532,28281
"SUNSHINE, CHEEZ-IT, Scrabble Jr. Crackers",4.66,1.5570000000000002,2.716,0.436,28252
"SUNSHINE, CHEEZ-IT, Snack Mix",4.38,1.368,2.668,0.36,28253
"SUNSHINE, CHEEZ-IT, Snack Mix, White Cheddar",4.73,1.854,2.628,0.342,28254
"SUNSHINE, CHEEZ-IT, White Cheddar, Reduced Fat Crackers",4.43,1.2240000000000002,2.88,0.388,28249
"SUNSHINE, GRIPZ, Cheez-It Crackers",4.91,2.088,2.44,0.44,28241
"SUNSHINE, GRIPZ, Cheez-It Mixx and Cheesy Pizza Crackers",4.84,1.9169999999999998,2.548,0.4320000000000001,28242
"SUNSHINE, KRISPY, Soup & Oyster Crackers (large)",4.16,0.8370000000000001,3.044,0.344,28282
"SWANSON BROTH, Certified Organic Vegetable Broth",0.05,0.0,0.0512,0.0,6609
"Salad Dressing, coleslaw dressing, reduced fat",3.29,1.8,1.6,0.0,42230
"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light",3.33,3.0762,0.3756,0.0612,4689
"Salad Dressing, mayonnaise-like, fat-free",0.84,0.243,0.62,0.008,42193
"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing",0.84,0.243,0.62,0.008,4014
"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing",0.64,0.0,0.632,0.008,4013
"Salad dressing, KRAFT Mayo Light Mayonnaise",3.34,2.9609999999999994,0.34,0.024,4011
"Salad dressing, bacon and tomato",3.26,3.15,0.08,0.07200000000000001,43331
"Salad dressing, blue or roquefort cheese dressing, commercial, regular",4.84,4.599,0.1908,0.0548,4539
"Salad dressing, blue or roquefort cheese dressing, fat-free",1.15,0.0909,1.024,0.0608,42192
"Salad dressing, blue or roquefort cheese dressing, light",0.86,0.243,0.528,0.084,42153
"Salad dressing, blue or roquefort cheese, low calorie",0.99,0.6480000000000001,0.116,0.204,43020
"Salad dressing, buttermilk, lite",2.02,1.1178,0.8532,0.05,43215
"Salad dressing, caesar dressing, regular",5.42,5.2065,0.132,0.0868,43015
"Salad dressing, caesar, fat-free",1.31,0.0207,1.2292,0.0588,4705
"Salad dressing, caesar, low calorie",1.1,0.396,0.7440000000000001,0.012,43021
"Salad dressing, coleslaw",3.9,3.0060000000000002,0.952,0.036000000000000004,43016
"Salad dressing, french dressing, commercial, regular",4.57,4.0329,0.6232,0.0308,4120
"Salad dressing, french dressing, commercial, regular, without salt",4.59,4.0329,0.6232,0.0308,4141
"Salad dressing, french dressing, fat-free",1.32,0.0243,1.2856,0.008,4367
"Salad dressing, french dressing, reduced calorie",2.27,1.17,1.08,0.016,42171
"Salad dressing, french dressing, reduced fat",2.22,1.0368,1.2488,0.0232,4020
"Salad dressing, french dressing, reduced fat, without salt",2.33,1.2114,1.1712,0.0232,4142
"Salad dressing, french, cottonseed, oil, home recipe",6.31,6.3180000000000005,0.136,0.004,4146
"Salad dressing, french, home recipe",6.31,6.3180000000000005,0.136,0.004,4133
"Salad dressing, green goddess, regular",4.27,3.8997,0.2944,0.076,43017
"Salad dressing, home recipe, vinegar and oil",4.49,4.5089999999999995,0.1,0.0,4135
"Salad dressing, honey mustard dressing, reduced calorie",2.07,0.9,1.1304,0.0392,4686
"Salad dressing, honey mustard, regular",4.64,3.6747,0.9332,0.0348,4703
"Salad dressing, italian dressing, commercial, reduced fat",1.02,0.6012,0.3996,0.0156,4021
"Salad dressing, italian dressing, commercial, regular",2.4,1.9008,0.4848,0.016399999999999998,4114
"Salad dressing, italian dressing, commercial, regular, without salt",2.92,2.5533,0.4172,0.0152,4143
"Salad dressing, italian dressing, fat-free",0.47,0.0783,0.35,0.0388,4636
"Salad dressing, italian dressing, reduced calorie",2.0,1.8,0.268,0.012,42140
"Salad dressing, italian dressing, reduced fat, without salt",0.76,0.5741999999999999,0.1828,0.0188,4144
"Salad dressing, mayonnaise and mayonnaise-type, low calorie",2.63,1.71,0.956,0.036000000000000004,43329
